Trial_Number,Primary_Voltage_V,Primary_Current_A,Primary_Power_kW,Primary_Power_Factor,Secondary_Voltage_V,Secondary_Current_A,Secondary_Power_kW,Secondary_Power_Factor,Temperature_C,Humidity_percent,Efficiency_percent,Load_Category,Temp_Zone
4467,227.21,25.24,4.17,0.728,19.11,13.78,0.19,0.718,74.4,62.9,88.45693492238642,Heavy (>70%),Normal (<85°C)
4468,226.37,23.69,3.83,0.715,19.17,12.97,0.21,0.846,113.2,66.5,81.37062003322282,Medium (50-70%),Critical (105-130°C)
4469,226.27,17.25,2.92,0.749,19.23,14.72,0.22,0.775,119.8,89.6,75.0,Light (<50%),Critical (105-130°C)
4470,227.33,25.79,5.18,0.883,19.59,12.2,0.18,0.744,134.4,70.2,78.34855873973754,Heavy (>70%),Emergency (>130°C)
4471,229.41,20.78,3.68,0.771,19.55,12.04,0.18,0.778,146.0,63.5,75.0,Medium (50-70%),Emergency (>130°C)
4472,227.45,25.88,4.87,0.828,19.43,13.03,0.22,0.885,149.9,85.2,79.30901496832932,Heavy (>70%),Emergency (>130°C)
4473,226.56,31.6,6.36,0.889,19.31,12.69,0.19,0.782,84.5,28.0,83.75571928067082,Heavy (>70%),Normal (<85°C)
4474,229.65,18.68,3.66,0.854,19.22,7.78,0.12,0.799,63.8,61.7,89.04566205782704,Medium (50-70%),Normal (<85°C)
4475,229.36,32.14,5.29,0.717,19.33,11.87,0.16,0.713,35.8,55.2,88.9709570053039,Heavy (>70%),Normal (<85°C)
4476,228.65,32.06,5.87,0.801,19.39,9.85,0.15,0.781,106.7,38.3,77.5720134461483,Heavy (>70%),Critical (105-130°C)
4477,228.89,20.09,3.93,0.854,19.29,11.88,0.18,0.769,57.4,73.5,90.98332421969491,Medium (50-70%),Normal (<85°C)
4478,228.88,25.12,5.04,0.877,19.43,7.67,0.13,0.847,112.2,66.6,83.55724199988946,Heavy (>70%),Critical (105-130°C)
4479,227.37,16.16,2.82,0.768,19.27,11.99,0.17,0.728,142.4,36.8,75.0,Light (<50%),Emergency (>130°C)
4480,227.82,30.59,4.96,0.712,19.25,9.01,0.15,0.86,149.3,81.3,75.0,Heavy (>70%),Emergency (>130°C)
4481,228.27,31.01,5.51,0.779,19.46,7.53,0.1,0.714,112.1,73.3,82.32906547376571,Heavy (>70%),Critical (105-130°C)
4482,227.47,33.49,5.65,0.742,19.01,9.56,0.16,0.884,71.5,33.3,86.02703632024611,Heavy (>70%),Normal (<85°C)
4483,229.51,10.09,2.05,0.886,19.35,8.54,0.14,0.865,56.0,65.6,84.03890366039226,Light (<50%),Normal (<85°C)
4484,229.49,20.29,3.96,0.85,19.29,12.2,0.2,0.867,74.3,29.1,87.52194730854302,Medium (50-70%),Normal (<85°C)
4485,225.44,31.94,6.34,0.881,19.57,13.03,0.19,0.756,107.0,74.5,82.72192713240906,Heavy (>70%),Critical (105-130°C)
4486,227.66,16.26,3.25,0.877,19.4,11.14,0.17,0.766,64.1,32.4,82.79778136862348,Light (<50%),Normal (<85°C)
4487,225.65,23.85,3.83,0.711,19.45,13.99,0.2,0.725,48.8,61.3,91.0168101973311,Medium (50-70%),Normal (<85°C)
4488,226.75,33.47,6.39,0.842,19.35,10.24,0.16,0.798,105.8,24.6,82.64680386338111,Heavy (>70%),Critical (105-130°C)
4489,227.08,28.09,4.84,0.759,19.5,10.92,0.15,0.704,109.4,37.9,85.92261353767456,Heavy (>70%),Critical (105-130°C)
4490,225.93,15.73,3.19,0.897,19.2,12.51,0.2,0.813,83.1,88.4,84.92908953664944,Light (<50%),Normal (<85°C)
4491,229.81,26.25,5.36,0.888,19.12,8.29,0.12,0.766,131.2,74.7,75.0,Heavy (>70%),Emergency (>130°C)
4492,227.23,26.28,4.94,0.828,19.0,8.84,0.13,0.751,134.5,35.4,75.0,Heavy (>70%),Emergency (>130°C)
4493,228.43,22.28,3.9,0.767,19.1,13.31,0.22,0.87,136.3,66.7,77.55616392162912,Medium (50-70%),Emergency (>130°C)
4494,228.17,15.37,3.14,0.894,19.08,14.43,0.2,0.709,54.8,77.9,83.1379783968962,Light (<50%),Normal (<85°C)
4495,229.22,18.97,3.07,0.707,19.03,7.78,0.12,0.833,77.6,58.0,88.28641409520934,Medium (50-70%),Normal (<85°C)
4496,227.04,18.47,3.25,0.775,19.37,9.43,0.13,0.714,98.0,57.9,86.34955997354702,Medium (50-70%),High (85-105°C)
4497,228.22,17.74,3.48,0.86,19.44,8.98,0.13,0.732,75.0,54.8,89.02476592025529,Medium (50-70%),Normal (<85°C)
4498,227.71,12.22,2.31,0.829,19.32,10.15,0.15,0.78,78.5,36.1,83.10406301773834,Light (<50%),Normal (<85°C)
4499,225.41,18.48,3.52,0.846,19.23,8.38,0.13,0.821,84.1,20.4,88.17144954541301,Medium (50-70%),Normal (<85°C)
4500,229.62,33.3,5.75,0.752,19.02,13.97,0.21,0.774,60.2,54.6,87.09221564536865,Heavy (>70%),Normal (<85°C)
4501,228.42,30.07,5.8,0.844,19.59,14.13,0.22,0.792,125.8,44.4,77.83968884716032,Heavy (>70%),Critical (105-130°C)
4502,229.11,15.4,2.68,0.76,19.36,10.38,0.15,0.766,68.2,57.2,80.10814138041266,Light (<50%),Normal (<85°C)
4503,229.11,17.48,3.12,0.78,19.21,10.42,0.16,0.782,118.0,45.5,76.64605478826564,Light (<50%),Critical (105-130°C)
4504,228.42,15.75,3.18,0.884,19.15,9.5,0.14,0.797,98.3,46.9,82.21918838973998,Light (<50%),High (85-105°C)
4505,228.36,31.19,5.13,0.72,19.17,11.76,0.2,0.885,144.5,72.7,75.24774174483963,Heavy (>70%),Emergency (>130°C)
4506,226.12,29.01,4.7,0.716,19.23,12.27,0.18,0.784,111.8,82.0,81.880492653409,Heavy (>70%),Critical (105-130°C)
4507,227.63,21.26,3.51,0.726,19.27,11.26,0.19,0.895,76.7,37.7,89.88167109235177,Medium (50-70%),Normal (<85°C)
4508,228.01,33.55,6.38,0.834,19.3,13.1,0.21,0.837,114.8,44.0,82.65707558285544,Heavy (>70%),Critical (105-130°C)
4509,225.1,28.79,4.63,0.715,19.04,13.45,0.22,0.852,98.7,70.2,88.19555450680964,Heavy (>70%),High (85-105°C)
4510,229.23,32.88,5.71,0.758,19.23,9.49,0.13,0.728,81.6,22.0,87.15156072586102,Heavy (>70%),Normal (<85°C)
4511,226.65,31.06,6.05,0.86,19.34,13.22,0.19,0.744,83.6,59.2,84.14826458417876,Heavy (>70%),Normal (<85°C)
4512,229.54,23.91,4.92,0.896,19.02,9.49,0.16,0.874,141.3,37.9,79.7400504890985,Medium (50-70%),Emergency (>130°C)
4513,227.71,18.97,3.6,0.834,19.34,12.81,0.22,0.891,83.3,32.5,88.07776037079068,Medium (50-70%),Normal (<85°C)
4514,225.36,23.84,4.23,0.787,19.5,9.15,0.15,0.835,42.9,60.5,89.03877514724874,Medium (50-70%),Normal (<85°C)
4515,226.39,11.15,2.19,0.867,19.16,12.96,0.2,0.806,54.3,45.2,86.40174473237762,Light (<50%),Normal (<85°C)
4516,226.99,25.57,4.16,0.716,19.43,10.35,0.18,0.893,144.0,68.6,77.83358106169963,Heavy (>70%),Emergency (>130°C)
4517,227.85,10.87,2.03,0.82,19.39,13.06,0.18,0.708,75.2,52.5,81.9711479515749,Light (<50%),Normal (<85°C)
4518,226.05,12.23,2.07,0.749,19.57,11.15,0.19,0.877,85.3,69.5,82.45225577191853,Light (<50%),High (85-105°C)
4519,227.53,22.44,3.96,0.775,19.18,10.94,0.15,0.709,125.5,59.8,78.3596404543417,Medium (50-70%),Critical (105-130°C)
4520,227.57,34.6,6.76,0.858,19.52,12.04,0.18,0.781,32.4,50.4,86.70097756567269,Heavy (>70%),Normal (<85°C)
4521,229.9,20.99,3.96,0.821,19.14,8.1,0.13,0.824,121.2,75.9,80.40645243456565,Medium (50-70%),Critical (105-130°C)
4522,229.37,24.27,4.13,0.742,19.23,7.17,0.12,0.857,140.8,68.2,75.0,Medium (50-70%),Emergency (>130°C)
4523,228.21,34.86,7.14,0.897,19.52,13.72,0.23,0.848,133.4,57.5,75.0,Heavy (>70%),Emergency (>130°C)
4524,227.34,23.75,4.13,0.764,19.53,7.17,0.11,0.757,76.6,28.1,87.82743577465212,Medium (50-70%),Normal (<85°C)
4525,226.89,20.85,3.52,0.744,19.23,13.03,0.19,0.778,147.0,58.6,75.0,Medium (50-70%),Emergency (>130°C)
4526,229.05,32.11,5.46,0.742,19.03,9.27,0.15,0.851,38.9,36.2,89.16520017920396,Heavy (>70%),Normal (<85°C)
4527,229.52,17.56,3.25,0.807,19.34,12.73,0.18,0.743,115.9,84.1,76.46207123890925,Medium (50-70%),Critical (105-130°C)
4528,228.51,30.3,5.88,0.849,19.44,12.04,0.2,0.842,69.7,20.5,86.19303093574462,Heavy (>70%),Normal (<85°C)
4529,228.1,32.2,5.24,0.714,19.13,7.12,0.1,0.757,135.7,81.8,75.0,Heavy (>70%),Emergency (>130°C)
4530,228.62,21.81,3.78,0.759,19.38,14.4,0.2,0.716,54.8,30.9,87.1576008436526,Medium (50-70%),Normal (<85°C)
4531,226.56,15.99,3.14,0.868,19.46,11.49,0.16,0.718,94.5,68.1,79.13311526635133,Light (<50%),High (85-105°C)
4532,226.18,20.84,3.73,0.791,19.46,14.77,0.26,0.889,76.8,40.9,88.53963463379058,Medium (50-70%),Normal (<85°C)
4533,226.44,19.12,3.81,0.88,19.05,12.36,0.18,0.764,40.2,27.8,87.93712406982013,Medium (50-70%),Normal (<85°C)
4534,228.31,13.78,2.8,0.89,19.48,8.48,0.15,0.886,34.8,63.4,85.31884438739343,Light (<50%),Normal (<85°C)
4535,228.38,34.75,5.89,0.742,19.39,7.34,0.13,0.881,31.8,67.6,84.84154018314432,Heavy (>70%),Normal (<85°C)
4536,225.79,13.7,2.66,0.859,19.39,14.06,0.23,0.835,127.5,41.0,77.23195446099825,Light (<50%),Critical (105-130°C)
4537,229.45,17.72,2.95,0.725,19.31,11.29,0.17,0.761,142.7,37.5,75.0,Medium (50-70%),Emergency (>130°C)
4538,226.5,30.18,5.47,0.8,19.33,10.8,0.17,0.8,46.1,60.9,86.40897429732426,Heavy (>70%),Normal (<85°C)
4539,226.87,32.82,6.1,0.819,19.06,9.34,0.13,0.748,99.9,73.8,85.56813396819533,Heavy (>70%),High (85-105°C)
4540,229.5,10.7,2.08,0.849,19.09,13.8,0.19,0.729,32.7,62.5,82.90774344528471,Light (<50%),Normal (<85°C)
4541,227.12,24.01,4.12,0.756,19.04,11.39,0.19,0.859,84.6,50.2,91.43934860652004,Medium (50-70%),Normal (<85°C)
4542,229.63,25.84,4.68,0.788,19.11,14.66,0.2,0.725,133.9,41.1,77.22820130292465,Heavy (>70%),Emergency (>130°C)
4543,225.44,33.73,6.37,0.838,19.53,7.51,0.12,0.844,91.8,86.4,80.60200446874433,Heavy (>70%),High (85-105°C)
4544,226.72,12.9,2.29,0.783,19.1,13.71,0.23,0.879,66.4,30.6,83.38616807915261,Light (<50%),Normal (<85°C)
4545,228.04,20.41,3.28,0.705,19.22,10.35,0.14,0.705,130.7,55.4,76.6096749405664,Medium (50-70%),Emergency (>130°C)
4546,227.37,32.91,6.61,0.883,19.08,7.4,0.11,0.757,52.9,21.5,87.02370160515896,Heavy (>70%),Normal (<85°C)
4547,229.64,19.66,3.3,0.732,19.52,11.18,0.16,0.751,41.2,36.2,85.73502448149014,Medium (50-70%),Normal (<85°C)
4548,229.61,11.49,2.1,0.796,19.29,7.22,0.1,0.748,53.4,58.0,81.86992278100381,Light (<50%),Normal (<85°C)
4549,227.34,26.73,5.15,0.848,19.5,9.96,0.17,0.879,136.9,85.7,77.3958292280098,Heavy (>70%),Emergency (>130°C)
4550,229.26,16.6,2.95,0.776,19.19,9.73,0.14,0.756,126.5,41.3,79.5889969688428,Light (<50%),Critical (105-130°C)
4551,225.76,17.68,3.07,0.769,19.19,12.83,0.2,0.83,104.0,70.6,81.6882150141222,Medium (50-70%),High (85-105°C)
4552,229.5,11.1,2.12,0.833,19.55,9.71,0.16,0.855,88.6,45.2,81.57389493956545,Light (<50%),High (85-105°C)
4553,227.15,25.06,4.39,0.772,19.5,12.31,0.2,0.847,100.4,61.8,90.29853817637573,Heavy (>70%),High (85-105°C)
4554,228.87,21.08,3.57,0.739,19.13,8.41,0.14,0.898,102.6,34.3,86.6687885201643,Medium (50-70%),High (85-105°C)
4555,228.88,18.53,3.53,0.832,19.51,14.13,0.19,0.702,92.4,46.2,85.79042770372749,Medium (50-70%),High (85-105°C)
4556,228.38,31.89,5.32,0.731,19.36,7.52,0.13,0.872,144.5,72.0,75.0,Heavy (>70%),Emergency (>130°C)
4557,229.69,12.49,2.26,0.787,19.38,7.36,0.12,0.846,32.0,51.7,84.72662089935794,Light (<50%),Normal (<85°C)
4558,229.11,29.71,5.85,0.86,19.39,12.05,0.17,0.72,30.8,70.8,91.39385481458477,Heavy (>70%),Normal (<85°C)
4559,226.21,30.81,5.89,0.845,19.26,8.4,0.13,0.774,54.3,73.3,88.58137269292865,Heavy (>70%),Normal (<85°C)
4560,225.51,34.55,5.66,0.726,19.59,13.6,0.21,0.775,124.9,85.5,80.72312785247131,Heavy (>70%),Critical (105-130°C)
4561,225.24,13.37,2.45,0.815,19.3,12.67,0.21,0.871,37.3,36.0,79.84884055628919,Light (<50%),Normal (<85°C)
4562,228.73,10.32,1.97,0.834,19.35,9.98,0.16,0.829,147.9,56.2,75.0,Light (<50%),Emergency (>130°C)
4563,227.81,26.84,5.15,0.842,19.1,10.47,0.15,0.736,105.2,61.0,83.93296702001874,Heavy (>70%),Critical (105-130°C)
4564,226.16,32.29,5.52,0.756,19.17,10.75,0.17,0.818,50.0,65.0,88.23352706906344,Heavy (>70%),Normal (<85°C)
4565,228.09,31.46,5.24,0.73,19.21,13.63,0.23,0.867,125.5,71.9,82.57239379963444,Heavy (>70%),Critical (105-130°C)
4566,225.94,28.49,4.52,0.702,19.13,11.99,0.19,0.811,71.5,59.7,91.9094966239582,Heavy (>70%),Normal (<85°C)
4567,226.46,15.51,2.93,0.835,19.54,8.65,0.15,0.895,104.6,20.8,80.66489108770199,Light (<50%),High (85-105°C)
4568,228.95,29.91,5.09,0.744,19.05,7.93,0.11,0.76,87.5,46.2,82.99556515660603,Heavy (>70%),High (85-105°C)
4569,227.08,15.37,2.8,0.801,19.44,14.56,0.21,0.747,34.3,34.9,86.20629650710057,Light (<50%),Normal (<85°C)
4570,226.68,18.86,3.67,0.859,19.09,8.83,0.12,0.729,105.1,59.1,80.86882906955286,Medium (50-70%),Critical (105-130°C)
4571,227.91,18.18,3.33,0.803,19.51,7.23,0.11,0.745,129.1,30.0,79.2896822107036,Medium (50-70%),Critical (105-130°C)
4572,225.71,17.64,3.44,0.863,19.49,8.72,0.15,0.882,114.9,74.3,80.47889772907257,Medium (50-70%),Critical (105-130°C)
4573,226.0,15.57,2.57,0.731,19.08,7.48,0.12,0.822,56.4,81.7,79.9892614249714,Light (<50%),Normal (<85°C)
4574,226.71,18.09,3.02,0.736,19.22,14.42,0.2,0.733,115.7,37.3,76.6282048618967,Medium (50-70%),Critical (105-130°C)
4575,227.68,10.6,1.85,0.765,19.41,7.74,0.11,0.747,90.5,69.7,79.47971769236474,Light (<50%),High (85-105°C)
4576,227.89,24.66,4.23,0.752,19.17,14.94,0.23,0.807,143.2,64.9,81.08033004702378,Heavy (>70%),Emergency (>130°C)
4577,225.72,28.99,5.11,0.781,19.53,12.78,0.22,0.894,38.7,35.2,89.53626697910164,Heavy (>70%),Normal (<85°C)
4578,225.84,29.19,5.04,0.764,19.45,13.0,0.2,0.778,62.8,58.5,90.37049603514414,Heavy (>70%),Normal (<85°C)
4579,229.89,26.6,5.5,0.899,19.03,10.6,0.15,0.75,43.6,72.6,91.83427056645108,Heavy (>70%),Normal (<85°C)
4580,227.07,13.42,2.52,0.827,19.42,12.11,0.17,0.721,27.0,73.0,84.76131533572874,Light (<50%),Normal (<85°C)
4581,227.26,19.33,3.38,0.77,19.53,12.2,0.2,0.821,149.5,21.2,75.0,Medium (50-70%),Emergency (>130°C)
4582,228.99,20.39,4.06,0.869,19.12,13.05,0.19,0.746,40.8,26.9,88.09191265086814,Medium (50-70%),Normal (<85°C)
4583,228.04,18.22,3.08,0.741,19.01,8.37,0.14,0.85,93.3,82.3,80.88078163442704,Medium (50-70%),High (85-105°C)
4584,228.44,33.56,6.13,0.799,19.29,12.46,0.2,0.821,75.7,54.3,85.78090271280313,Heavy (>70%),Normal (<85°C)
4585,226.49,14.17,2.78,0.867,19.36,13.44,0.22,0.856,103.0,73.5,81.82914851451963,Light (<50%),High (85-105°C)
4586,229.38,19.78,3.61,0.795,19.47,14.5,0.22,0.773,103.4,76.6,85.56560352812693,Medium (50-70%),High (85-105°C)
4587,226.46,27.62,4.9,0.783,19.5,10.64,0.15,0.716,91.6,62.2,85.60287919599219,Heavy (>70%),High (85-105°C)
4588,225.45,20.78,3.83,0.817,19.25,10.51,0.15,0.737,44.5,69.1,90.63397858892482,Medium (50-70%),Normal (<85°C)
4589,227.95,30.28,5.25,0.76,19.29,12.9,0.18,0.705,61.4,35.8,86.00193092440351,Heavy (>70%),Normal (<85°C)
4590,228.92,21.41,3.53,0.72,19.26,10.68,0.15,0.73,127.0,37.1,81.922353367476,Medium (50-70%),Critical (105-130°C)
4591,225.19,21.64,3.93,0.806,19.57,8.66,0.13,0.743,121.9,70.9,79.36433730582638,Medium (50-70%),Critical (105-130°C)
4592,228.32,19.12,3.42,0.784,19.37,7.59,0.12,0.801,82.8,82.8,86.36266088830139,Medium (50-70%),Normal (<85°C)
4593,227.87,21.93,3.72,0.744,19.44,7.94,0.11,0.71,130.9,75.8,75.0,Medium (50-70%),Emergency (>130°C)
4594,227.06,18.58,3.79,0.899,19.02,9.35,0.15,0.823,59.1,73.0,90.65886100934709,Medium (50-70%),Normal (<85°C)
4595,226.99,34.86,6.88,0.87,19.06,13.84,0.23,0.873,138.6,69.2,75.0,Heavy (>70%),Emergency (>130°C)
4596,225.66,19.84,4.02,0.898,19.23,12.18,0.21,0.876,117.1,54.3,80.4908974989563,Medium (50-70%),Critical (105-130°C)
4597,226.86,21.88,3.88,0.781,19.01,13.42,0.2,0.772,28.4,20.6,87.44109364728857,Medium (50-70%),Normal (<85°C)
4598,228.9,24.34,4.01,0.72,19.28,14.33,0.24,0.859,106.4,20.3,86.5158926484871,Medium (50-70%),Critical (105-130°C)
4599,227.42,26.03,4.83,0.816,19.3,12.81,0.21,0.836,42.2,56.2,89.7729148852855,Heavy (>70%),Normal (<85°C)
4600,229.44,23.81,3.83,0.701,19.53,11.49,0.16,0.729,138.4,32.6,79.28728276826182,Medium (50-70%),Emergency (>130°C)
4601,227.07,12.31,2.35,0.84,19.22,10.46,0.16,0.782,49.5,48.2,85.52517764265441,Light (<50%),Normal (<85°C)
4602,229.06,15.03,2.93,0.851,19.11,14.88,0.24,0.835,91.2,21.8,81.58029943910516,Light (<50%),High (85-105°C)
4603,225.39,20.13,3.41,0.751,19.33,10.58,0.18,0.895,63.5,51.1,91.47357264552898,Medium (50-70%),Normal (<85°C)
4604,228.4,27.01,5.4,0.876,19.02,13.5,0.2,0.764,84.6,23.4,90.69521667736429,Heavy (>70%),Normal (<85°C)
4605,226.64,13.54,2.73,0.89,19.28,11.75,0.17,0.75,85.0,55.1,84.66187218018302,Light (<50%),Normal (<85°C)
4606,227.45,31.99,5.26,0.723,19.57,7.23,0.1,0.716,82.1,53.0,85.30674558908088,Heavy (>70%),Normal (<85°C)
4607,225.07,26.21,4.42,0.75,19.42,9.46,0.13,0.726,89.9,29.6,84.45238724249822,Heavy (>70%),High (85-105°C)
4608,225.83,16.5,2.86,0.767,19.42,8.49,0.14,0.825,45.2,81.8,80.29012318150089,Light (<50%),Normal (<85°C)
4609,225.13,16.31,2.63,0.716,19.11,13.3,0.19,0.767,69.8,43.1,81.2171593256987,Light (<50%),Normal (<85°C)
4610,228.07,15.51,2.69,0.761,19.36,9.59,0.16,0.866,107.5,32.4,76.72221517644287,Light (<50%),Critical (105-130°C)
4611,229.86,13.82,2.84,0.894,19.4,8.53,0.15,0.88,62.3,33.8,79.33201672830133,Light (<50%),Normal (<85°C)
4612,227.5,19.15,3.51,0.806,19.37,10.62,0.17,0.82,98.7,89.9,83.63097125124935,Medium (50-70%),High (85-105°C)
4613,227.83,15.58,3.08,0.869,19.04,9.06,0.14,0.816,87.9,66.0,80.11900986614202,Light (<50%),High (85-105°C)
4614,225.27,34.01,6.45,0.842,19.54,10.74,0.16,0.763,141.1,33.3,75.0,Heavy (>70%),Emergency (>130°C)
4615,228.09,10.93,1.84,0.738,19.4,12.94,0.19,0.767,115.4,55.5,76.45511687161374,Light (<50%),Critical (105-130°C)
4616,225.9,30.93,5.52,0.79,19.57,8.84,0.15,0.849,83.9,73.3,87.37149841823863,Heavy (>70%),Normal (<85°C)
4617,226.26,12.26,2.31,0.834,19.49,8.32,0.14,0.882,122.3,49.2,80.90701293127539,Light (<50%),Critical (105-130°C)
4618,225.62,10.2,1.73,0.753,19.08,8.64,0.12,0.728,28.7,82.6,83.2328129452406,Light (<50%),Normal (<85°C)
4619,226.88,27.41,5.22,0.839,19.56,9.08,0.14,0.797,35.2,36.0,91.18417622561662,Heavy (>70%),Normal (<85°C)
4620,228.22,19.92,3.47,0.763,19.54,8.76,0.14,0.84,37.4,64.0,88.07763731248417,Medium (50-70%),Normal (<85°C)
4621,229.32,14.44,2.47,0.745,19.07,11.65,0.18,0.814,45.9,88.7,84.57735446946049,Light (<50%),Normal (<85°C)
4622,225.24,18.19,3.45,0.842,19.42,7.31,0.11,0.766,74.2,89.0,84.82306667005507,Medium (50-70%),Normal (<85°C)
4623,226.96,30.91,5.6,0.798,19.2,7.94,0.14,0.898,49.4,33.6,90.59411881438206,Heavy (>70%),Normal (<85°C)
4624,229.02,30.83,6.26,0.886,19.55,11.41,0.18,0.828,98.2,29.2,81.7065955604181,Heavy (>70%),High (85-105°C)
4625,226.12,31.96,5.1,0.706,19.4,13.3,0.18,0.708,106.7,56.0,79.9815692775297,Heavy (>70%),Critical (105-130°C)
4626,227.05,22.6,3.79,0.738,19.16,7.99,0.12,0.815,128.6,63.0,83.3377066495975,Medium (50-70%),Critical (105-130°C)
4627,227.71,22.48,4.32,0.844,19.07,14.23,0.19,0.708,143.2,53.1,78.26438138081888,Medium (50-70%),Emergency (>130°C)
4628,227.21,20.48,4.08,0.876,19.43,14.81,0.24,0.849,43.4,78.8,92.11072066490215,Medium (50-70%),Normal (<85°C)
4629,229.65,29.61,4.98,0.732,19.07,7.28,0.12,0.865,120.4,34.8,80.18191054981813,Heavy (>70%),Critical (105-130°C)
4630,228.59,27.12,5.1,0.823,19.45,8.69,0.12,0.715,149.7,78.1,77.55899840743332,Heavy (>70%),Emergency (>130°C)
4631,225.04,14.21,2.37,0.742,19.38,9.6,0.14,0.736,82.5,48.0,82.52922697080778,Light (<50%),Normal (<85°C)
4632,227.51,18.08,3.32,0.808,19.53,11.8,0.2,0.871,143.9,86.1,75.39090303061737,Medium (50-70%),Emergency (>130°C)
4633,226.2,29.61,5.32,0.795,19.32,14.68,0.23,0.816,62.5,64.8,92.26458170595244,Heavy (>70%),Normal (<85°C)
4634,226.98,13.65,2.41,0.778,19.45,7.28,0.12,0.827,100.3,23.4,80.91912754805016,Light (<50%),High (85-105°C)
4635,228.09,14.68,2.34,0.7,19.46,10.72,0.15,0.739,92.6,82.7,80.09916968688165,Light (<50%),High (85-105°C)
4636,226.1,15.07,2.65,0.777,19.54,10.59,0.16,0.769,96.4,60.5,79.59489848995678,Light (<50%),High (85-105°C)
4637,229.68,27.4,5.15,0.818,19.06,8.79,0.13,0.775,140.3,29.8,77.4101468619073,Heavy (>70%),Emergency (>130°C)
4638,228.22,34.63,5.56,0.703,19.45,10.38,0.16,0.797,48.8,26.8,87.5084824090158,Heavy (>70%),Normal (<85°C)
4639,229.6,17.53,3.03,0.754,19.39,11.11,0.17,0.77,44.9,40.9,85.92164431547089,Medium (50-70%),Normal (<85°C)
4640,229.16,12.34,1.98,0.701,19.06,14.12,0.21,0.797,98.4,72.1,79.56456856802292,Light (<50%),High (85-105°C)
4641,225.48,17.59,3.53,0.89,19.24,10.57,0.18,0.873,48.1,41.5,87.4050655089849,Medium (50-70%),Normal (<85°C)
4642,226.42,33.11,5.41,0.721,19.05,11.45,0.19,0.891,145.4,89.5,75.0,Heavy (>70%),Emergency (>130°C)
4643,227.0,16.85,2.96,0.773,19.02,8.25,0.11,0.703,56.4,83.9,81.78359096029152,Light (<50%),Normal (<85°C)
4644,227.19,19.59,3.47,0.78,19.37,13.47,0.21,0.8,109.5,46.8,82.02668749994609,Medium (50-70%),Critical (105-130°C)
4645,228.72,20.16,4.0,0.868,19.11,14.07,0.24,0.88,108.2,20.1,83.34172511241233,Medium (50-70%),Critical (105-130°C)
4646,226.52,12.83,2.33,0.803,19.53,7.45,0.12,0.826,47.1,68.8,80.86979634303361,Light (<50%),Normal (<85°C)
4647,227.69,15.78,2.73,0.761,19.41,10.1,0.14,0.732,121.9,55.6,75.0,Light (<50%),Critical (105-130°C)
4648,225.99,20.27,3.73,0.814,19.51,12.78,0.22,0.895,109.6,67.4,82.25094525968389,Medium (50-70%),Critical (105-130°C)
4649,229.32,24.78,4.79,0.843,19.36,12.19,0.18,0.749,44.0,86.4,88.94302815002985,Heavy (>70%),Normal (<85°C)
4650,226.44,10.5,1.85,0.779,19.49,8.2,0.13,0.79,140.5,21.9,75.0,Light (<50%),Emergency (>130°C)
4651,225.84,12.09,2.38,0.871,19.26,11.66,0.17,0.74,145.9,64.0,75.0,Light (<50%),Emergency (>130°C)
4652,229.65,14.64,2.94,0.873,19.1,11.8,0.17,0.754,80.6,41.0,81.01586568831948,Light (<50%),Normal (<85°C)
4653,228.46,20.41,3.61,0.775,19.25,13.97,0.19,0.711,76.7,37.2,87.69910757526247,Medium (50-70%),Normal (<85°C)
4654,226.97,19.67,3.74,0.838,19.58,9.86,0.16,0.844,35.8,35.2,88.93169525022225,Medium (50-70%),Normal (<85°C)
4655,226.88,29.83,5.56,0.821,19.13,10.78,0.16,0.796,123.9,41.4,82.74985820126298,Heavy (>70%),Critical (105-130°C)
4656,228.91,11.8,2.35,0.869,19.4,12.12,0.2,0.854,146.1,27.4,75.0,Light (<50%),Emergency (>130°C)
4657,226.4,27.85,5.19,0.823,19.5,10.69,0.17,0.822,100.8,40.1,89.44489393650795,Heavy (>70%),High (85-105°C)
4658,229.27,20.18,3.75,0.81,19.11,10.66,0.16,0.78,38.1,20.7,91.07349760772946,Medium (50-70%),Normal (<85°C)
4659,225.72,29.78,5.96,0.887,19.3,9.13,0.13,0.714,73.5,31.2,88.77804545324227,Heavy (>70%),Normal (<85°C)
4660,228.08,25.72,4.99,0.851,19.47,11.28,0.17,0.784,66.0,85.1,85.41634727527928,Heavy (>70%),Normal (<85°C)
4661,225.13,22.09,3.9,0.784,19.45,10.72,0.17,0.797,41.0,86.2,85.04468830028824,Medium (50-70%),Normal (<85°C)
4662,228.32,14.83,2.45,0.725,19.6,10.2,0.17,0.854,109.9,25.1,77.7713584538449,Light (<50%),Critical (105-130°C)
4663,225.69,15.04,2.58,0.759,19.14,12.2,0.17,0.714,99.4,21.3,79.79717079582585,Light (<50%),High (85-105°C)
4664,227.76,30.97,6.25,0.886,19.08,13.54,0.18,0.71,131.5,24.0,78.44579946894774,Heavy (>70%),Emergency (>130°C)
4665,228.66,26.07,5.08,0.853,19.01,11.45,0.15,0.709,65.8,30.9,90.02170424562445,Heavy (>70%),Normal (<85°C)
4666,226.68,23.16,4.21,0.802,19.1,14.58,0.24,0.865,33.9,27.8,91.23305852096158,Medium (50-70%),Normal (<85°C)
